Id,y
50100,1.6136351
50101,2.4269772
50102,1.6473451
50103,2.3221471
50104,1.9675
50105,1.6840992
50106,2.241995
50107,2.3093724
50108,1.7542498
50109,1.9189343
50110,1.1221895
50111,1.9142947
50112,1.9680741
50113,1.4347353
50114,1.882463
50115,2.0012927
50116,1.4283247
50117,1.613699
50118,2.0506496
50119,1.6178489
50120,1.8947253
50121,1.8986216
50122,1.3529983
50123,1.8135538
50124,1.5253551
50125,1.692214
50126,1.7532716
50127,2.015512
50128,1.7176244
50129,1.8870687
50130,2.0016155
50131,1.8622317
50132,1.8207991
50133,1.6106632
50134,1.8505139
50135,2.086268
50136,1.7793713
50137,1.7727385
50138,1.8057055
50139,1.6099284
50140,1.8787394
50141,2.480586
50142,1.8591774
50143,1.5302417
50144,1.6011727
50145,2.2742982
50146,1.6835647
50147,2.318596
50148,1.8895426
50149,1.9208713
50150,2.0384145
50151,1.8475623
50152,1.9826937
50153,2.027205
50154,1.757278
50155,2.262176
50156,2.172681
50157,1.3394823
50158,1.8210697
50159,1.4516346
50160,1.653058
50161,2.2306967
50162,1.9737778
50163,1.995955
50164,1.8674839
50165,1.6792228
50166,1.5674505
50167,1.8659577
50168,1.6516786
50169,1.1831052
50170,1.7022815
50171,2.4169953
50172,1.4904723
50173,1.9848776
50174,1.8264005
50175,1.3708448
50176,2.445503
50177,2.100344
50178,2.3458824
50179,2.3645601
50180,2.5127518
50181,1.9834967
50182,2.0779707
50183,1.38434
50184,2.478452
50185,1.5622904
50186,2.0374303
50187,2.3559976
50188,2.3121417
50189,2.1144576
50190,2.3898344
50191,2.247418
50192,1.8291626
50193,2.0552845
50194,1.8054252
50195,1.8319151
50196,2.0802078
50197,1.932014
50198,2.0618343
50199,2.1793504
50200,1.920968
50201,2.4116812
50202,1.5224638
50203,1.8288102
50204,1.4019346
50205,1.4479291
50206,1.5930147
50207,1.8435698
50208,1.6094258
50209,1.4647508
50210,1.9138947
50211,1.4076495
50212,2.0194268
50213,2.0976996
50214,1.739398
50215,1.6313267
50216,1.648262
50217,1.4606836
50218,1.9022853
50219,2.1323915
50220,1.9466891
50221,2.2682357
50222,1.9354305
50223,1.7695632
50224,1.8098788
50225,2.2921393
50226,1.712527
50227,2.0477495
50228,1.9314027
50229,2.0025828
50230,1.42131
50231,1.7923884
50232,2.3988566
50233,2.1585588
50234,2.0330286
50235,1.4852643
50236,1.5391786
50237,1.6652799
50238,1.8038306
50239,2.104538
50240,1.5497828
50241,1.3118403
50242,2.3278847
50243,1.9523044
50244,1.526947
50245,1.8651581
50246,2.1468728
50247,1.5759923
50248,2.3433628
50249,2.3183746
50250,2.2590342
50251,1.8047652
50252,1.8802829
50253,2.2010946
50254,1.8397834
50255,1.8097525
50256,2.2918499
50257,1.9970903
50258,1.8322225
50259,2.0559547
50260,1.2372746
50261,1.8957527
50262,1.5068171
50263,1.5474823
50264,1.3095899
50265,1.977982
50266,1.6363554
50267,2.208374
50268,1.8961687
