Id,y
50100,1.8349658
50101,2.1500113
50102,1.6890246
50103,2.4103825
50104,1.8385329
50105,1.5291408
50106,1.8337382
50107,2.221013
50108,1.8137728
50109,1.8401849
50110,1.3448346
50111,1.554496
50112,2.0225115
50113,1.7910142
50114,1.9539727
50115,1.8666301
50116,1.7478825
50117,1.6949608
50118,1.9500484
50119,1.3936775
50120,2.0504844
50121,1.778614
50122,1.2203674
50123,2.1517599
50124,1.5910277
50125,1.6743013
50126,1.7008
50127,2.009558
50128,1.6527104
50129,1.89789
50130,2.0535054
50131,1.9258573
50132,1.8398374
50133,1.9164032
50134,1.7704471
50135,2.0700777
50136,1.5869544
50137,1.7176864
50138,1.4944592
50139,1.7139599
50140,1.7903314
50141,2.5654387
50142,1.7703655
50143,1.5418974
50144,1.7278517
50145,2.1668878
50146,1.7016302
50147,2.2154162
50148,1.9034598
50149,1.9437811
50150,1.8420163
50151,1.8466653
50152,2.1965628
50153,1.8056759
50154,1.3180611
50155,2.3879383
50156,2.6206837
50157,1.7253278
50158,1.5397671
50159,1.3130087
50160,1.5905179
50161,2.1543884
50162,2.329881
50163,1.8282435
50164,1.805376
50165,1.5998205
50166,1.513494
50167,1.9821668
50168,1.458548
50169,1.3420655
50170,1.6934189
50171,2.391735
50172,1.5385298
50173,1.622916
50174,1.9854
50175,1.0819044
50176,2.5838451
50177,2.0604959
50178,2.336952
50179,2.2196617
50180,2.340233
50181,1.4745207
50182,1.8937731
50183,1.3739502
50184,2.1080666
50185,1.3550203
50186,2.1816635
50187,2.4871545
50188,2.5446434
50189,2.126958
50190,2.282532
50191,2.345664
50192,2.2568443
50193,2.5885167
50194,1.6413629
50195,1.777781
50196,1.8221108
50197,1.726079
50198,2.0511758
50199,1.9892935
50200,1.7257166
50201,2.641917
50202,1.3518834
50203,1.4924419
50204,1.5166388
50205,1.3732493
50206,2.083235
50207,1.8543943
50208,1.6383226
50209,1.4585307
50210,1.8572702
50211,1.2899272
50212,1.9890347
50213,2.0676112
50214,1.5790179
50215,1.4480746
50216,1.3367268
50217,1.5962893
50218,1.5504687
50219,1.9933962
50220,2.6558511
50221,2.5830498
50222,2.5244963
50223,1.7956285
50224,1.4347469
50225,2.206028
50226,1.5244598
50227,2.4341776
50228,1.8785028
50229,2.4114413
50230,1.6508323
50231,1.7339236
50232,2.0106015
50233,2.2192135
50234,2.1756008
50235,1.3091705
50236,1.5624913
50237,1.6508099
50238,1.6856586
50239,1.9769377
50240,1.4748163
50241,1.5096838
50242,2.1779943
50243,2.145802
50244,1.3233942
50245,1.6227539
50246,1.994092
50247,1.5403866
50248,2.6224256
50249,2.3384104
50250,2.1636896
50251,1.8480364
50252,1.7507817
50253,2.3868444
50254,1.868307
50255,1.5317663
50256,1.9346205
50257,1.8626733
50258,2.11348
50259,1.7122377
50260,1.1086903
50261,1.7638634
50262,1.5833914
50263,1.432557
50264,1.3987634
50265,1.8939583
50266,1.5965753
50267,2.098751
50268,2.0182567
50269,1.5842016
50270,2.3288832
50271,1.9672784
50272,1.9939741
50273,2.295852
50274,1.8955148
50275,1.7212139
50276,1.6538552
50277,1.8248007
50278,1.5285685
50279,1.6366981
50280,2.3119655
50281,1.4214311
50282,2.1887975
50283,2.094992
50284,1.6930134
50285,1.3810588
50286,1.81053
50287,2.32921
50288,2.4344735
50289,1.6444201
50290,2.0529623
50291,2.2585773
50292,1.6646662
50293,1.9645841
50294,1.7017171
50295,1.6155835
50296,2.5148418
50297,1.5342406
50298,1.90277
50299,1.9248543
50300,1.6323845
50301,1.5221269
50302,2.3121028
50303,2.0829566
50304,2.0878067
50305,1.4630287
50306,1.4248855
50307,1.6848576
50308,1.8577727
50309,1.585315
50310,2.4718084
50311,1.6739517
50312,1.9999356
50313,2.5792098
50314,1.423711
50315,1.8386437
50316,1.6297729
50317,1.4656584
50318,1.9396412
50319,1.882692
50320,2.026108
50321,1.8995106
50322,2.5950706
50323,1.618978
50324,1.8897941
50325,2.019135
50326,2.1415143
50327,1.7963238
50328,1.8373172
50329,1.6856679
50330,1.9684215
50331,1.7235365
50332,1.7828315
50333,1.4004116
50334,1.5564836
50335,1.6080887
50336,1.998515
50337,1.2249072
50338,1.9364014
50339,1.8818474
50340,1.686535
50341,1.6147376
50342,2.1524196
50343,1.5545747
50344,1.8917117
50345,1.953884
50346,1.4901297
50347,1.9239702
50348,1.982843
50349,1.4443518
50350,2.2045033
50351,1.71337
50352,1.6207211
50353,1.7274173
50354,1.3552903
50355,1.5642846
50356,1.7958405
50357,1.9151973
50358,1.7833222
50359,1.5212903
50360,1.9308944
50361,1.9165854
50362,1.9716526
50363,1.3258607
50364,2.0693405
50365,1.429865
50366,2.1529448
50367,1.7187827
50368,2.0877573
50369,2.506662
50370,2.3938136
50371,2.1977553
50372,1.8214922
50373,1.8305548
50374,1.8715205
50375,1.5514247
50376,1.6994044
50377,1.5860101
50378,1.9071143
50379,1.659809
50380,2.1448107
50381,1.376084
50382,2.0845354
50383,2.0370486
50384,1.8996
50385,1.7363261
50386,1.2142868
50387,1.7962338
50388,1.8846294
50389,2.3709064
50390,1.7329397
50391,2.632032
50392,1.7788496
50393,2.0295825
50394,1.5408243
50395,1.5809753
50396,2.0470095
50397,1.8534528
50398,1.5778947
50399,1.5991207
50400,2.0207295
50401,1.4126351
50402,1.5441613
50403,1.7858567
50404,1.9742025
50405,1.9888618
50406,2.2297459
50407,2.4915924
50408,1.8839604
50409,1.6315036
50410,1.7274157
50411,1.8245708
50412,2.4658146
50413,1.614788
50414,1.6919588
50415,1.3545792
50416,1.3865532
50417,1.7615832
50418,1.9272921
50419,1.596307
50420,1.7521669
50421,2.15274
50422,1.8921361
50423,2.4094872
50424,1.511905
50425,1.7389537
50426,1.5889627
50427,2.1070385
50428,2.3670151
50429,1.9611075
50430,1.8629246
50431,1.8429056
50432,1.7469661
50433,1.6499085
50434,2.0979881
50435,2.2934613
50436,1.5938923
50437,2.1281004
50438,1.4151739
50439,1.6708021
50440,1.4339948
50441,2.398752
50442,2.3519306
50443,1.4303523
50444,1.7156546
50445,1.5451638
50446,1.9854945
50447,1.5072702
50448,1.3993963
50449,2.7489538
50450,1.9510846
50451,2.0081415
50452,2.0884864
50453,2.077747
50454,2.3321047
50455,1.8565973
50456,1.583803
50457,1.3439374
50458,1.2082294
50459,1.5816591
50460,2.1275253
50461,1.830474
50462,2.3423073
50463,1.7361349
50464,1.621079
50465,1.3701048
50466,1.4541723
50467,2.3715725
50468,2.1997209
50469,1.7644701
50470,1.4561248
50471,1.7428641
50472,1.7023128
50473,1.689358
50474,1.4671063
50475,1.3315125
50476,1.714276
50477,2.184185
50478,2.0560389
50479,2.4537106
50480,1.6146133
50481,2.132273
50482,2.653529
50483,1.7602122
50484,1.4613631
50485,1.4067672
50486,2.1079304
50487,2.2055526
50488,1.8788602
50489,2.0104463
50490,1.5113472
50491,2.093096
50492,2.1317797
50493,1.892184
50494,2.1281755
50495,1.4443355
50496,1.5391188
50497,1.8622273
50498,2.0813134
50499,1.6316338
50500,1.3983431
50501,1.5227575
50502,1.366324
50503,1.6646993
50504,1.5566866
50505,1.7345273
50506,1.8488202
50507,2.2017708
50508,1.8564726
50509,1.3196259
50510,1.8907218
50511,1.5865088
50512,2.0355985
50513,2.6232724
50514,1.9487225
50515,1.6900748
50516,1.6138932
50517,1.8701388
50518,1.4471977
50519,1.4189184
50520,1.8923646
50521,1.7428746
50522,1.7361937
50523,1.600648
50524,2.3545606
50525,1.732492
50526,1.7264204
50527,1.6340035
50528,1.5434453
50529,1.3121765
50530,1.7334685
50531,1.5336788
50532,1.685426
50533,1.682696
50534,1.4940859
50535,1.6917844
50536,1.8075798
50537,2.1073556
50538,1.9005762
50539,2.0968726
50540,2.552215
50541,1.9008267
50542,1.7433616
50543,1.6505541
50544,1.8004522
50545,1.7872542
50546,2.1003623
50547,1.488915
50548,2.5319536
50549,2.2680283
50550,1.7448795
50551,1.6422685
50552,1.6419549
50553,1.5132953
50554,1.9224046
50555,2.5766587
50556,1.2536811
50557,2.3447742
50558,1.2635643
50559,2.3456821
50560,1.7343706
50561,1.8860785
50562,1.8223672
50563,2.0357845
50564,1.8625593
50565,2.3408177
50566,1.9355538
50567,2.1491742
50568,1.4464376
50569,1.851636
50570,1.6310836
50571,2.559174
50572,1.979449
50573,1.7521504
50574,1.6451427
50575,1.7970457
50576,1.5621272
50577,1.780283
50578,2.4273314
50579,1.9868296
50580,1.5537539
50581,1.7675285
50582,2.435733
50583,2.108045
50584,1.6628227
50585,1.6137903
50586,1.9965495
50587,1.4885066
50588,1.8764915
50589,2.0360718
50590,1.6955321
50591,2.7043982
50592,2.4606898
50593,2.2642841
50594,1.908925
50595,1.7682782
50596,1.7884779
50597,1.7512546
50598,1.4950988
50599,1.7847106
50600,1.7164977
50601,1.6825645
50602,1.9687296
50603,1.5363572
50604,1.3880967
50605,1.2859075
50606,2.0355382
50607,1.9552747
50608,1.9817514
50609,2.0435112
50610,2.2381446
50611,1.6877545
50612,1.6224502
50613,2.4968855
50614,1.3053589
50615,2.028323
50616,1.9105841
50617,1.8975348
50618,1.681378
50619,2.139467
50620,1.5045514
50621,1.5159854
50622,1.9260075
50623,2.508439
50624,2.0572464
50625,1.553271
50626,2.2736542
50627,1.6825233
50628,1.9835079
50629,1.6521299
50630,2.1414757
50631,1.6184537
50632,2.3664732
50633,2.0782294
50634,1.9502292
50635,1.8475317
50636,2.2444017
50637,2.0196755
50638,2.0903327
50639,1.6864752
50640,1.5308903
50641,2.251114
50642,1.7404506
50643,1.5838406
50644,1.4505285
50645,1.539623
50646,2.2212062
50647,1.5759634
50648,1.2169738
50649,1.4975591
50650,1.6570513
50651,1.5527776
50652,2.2197802
50653,1.643366
50654,2.098244
50655,1.633525
50656,1.6864276
50657,1.3296465
50658,1.4321244
50659,2.5121667
50660,1.8986275
50661,2.194211
50662,2.5069535
50663,1.7890447
50664,2.5421696
50665,1.5278369
50666,1.8925601
50667,2.0196621
50668,1.2616758
50669,2.0468867
50670,1.521523
50671,2.0999026
50672,1.4608597
50673,1.5325041
50674,1.7689867
50675,2.0078118
50676,2.1813452
50677,1.5180626
50678,2.1989026
50679,1.6455355
50680,2.0531306
50681,2.6025643
50682,1.3087478
50683,1.737668
50684,2.1206605
50685,1.8073047
50686,1.5799899
50687,1.8772327
50688,1.6224843
50689,2.222786
50690,2.0948567
50691,2.24883
50692,1.6371162
50693,1.6664351
50694,1.9669045
50695,2.1394544
50696,2.116614
50697,1.3269479
50698,1.7726952
50699,2.073472
50700,1.7682573
50701,1.9969695
50702,1.4567825
50703,2.25579
50704,2.24344
50705,1.6239514
50706,1.4613192
50707,1.7664158
50708,1.6598477
50709,1.5548005
50710,2.4747865
50711,1.4620448
50712,2.4460464
50713,1.8554404
50714,1.824944
50715,1.340034
50716,1.5027255
50717,1.599721
50718,2.274675
50719,2.306735
50720,1.5019529
50721,1.8339162
50722,1.63025
50723,1.2905066
50724,1.652594
50725,1.3003714
50726,1.2893012
50727,1.5899205
50728,2.1520102
50729,1.9540243
50730,1.3375857
50731,1.7426853
50732,1.9713538
50733,1.2645419
50734,1.7121086
50735,1.9036814
50736,1.7260969
50737,1.6464844
50738,1.6814924
50739,1.8356364
50740,1.5671229
50741,1.9041206
50742,1.9381866
50743,2.013988
50744,1.9301531
50745,1.6137092
50746,1.6469367
50747,1.585253
50748,1.8155917
50749,1.4165851
50750,1.2619694
50751,1.5712776
50752,1.927531
50753,1.4728585
50754,2.1174347
50755,1.5066298
50756,1.5112394
50757,1.8353074
50758,1.4426634
50759,1.5574181
50760,1.620985
50761,1.7648342
50762,2.4040787
50763,1.4920791
50764,2.2874365
50765,1.6224926
50766,1.8883243
50767,2.0322156
50768,1.4218984
50769,2.4029372
50770,2.1357641
50771,1.5236953
50772,2.0768828
50773,1.8900902
50774,1.4980494
50775,2.3167236
50776,2.2357173
50777,1.6153225
50778,1.9011041
50779,1.7167459
50780,2.0034945
50781,1.341851
50782,2.2153442
50783,1.6466112
